"sampleID","StromalScore","ImmuneScore","ESTIMATEScore","TumorPurity","Cluster_Hier_k5"
"TCGA-BH-A1FN-01",382.210057287394,-97.9760769859882,284.233980301406,0.798070879396552,3
"TCGA-A1-A0SJ-01",386.167965508239,-46.6254879853281,339.542477522911,0.793152631584128,4
"TCGA-BH-A18I-01",685.057537330014,544.35177622435,1229.40931355436,0.707069965078279,2
"TCGA-AN-A0FY-01",451.419721986415,-57.4633732963375,393.956348690077,0.788262918964167,4
"TCGA-D8-A27V-01",498.409999501513,68.7969917447965,567.206991246309,0.772360927749126,2
"TCGA-AO-A03U-01",529.362322719688,642.64979279008,1172.01211550977,0.713002655691854,1
"TCGA-E2-A14Y-01",45.2484264018046,-55.1289978472906,-9.88057144548591,0.823333401994323,3
"TCGA-A8-A06Y-01",39.9367543454575,-260.076728775029,-220.139974429572,0.840455420488693,5
"TCGA-AN-A041-01",519.060001197155,34.7311825346399,553.791183731795,0.773610287392965,4
"TCGA-E9-A1R2-01",390.381308076446,257.887536936818,648.268845013264,0.764748414375378,4
"TCGA-BH-A0B2-01",697.353802954947,736.627431783942,1433.98123473889,0.685519724849771,2
"TCGA-A7-A0CJ-01",258.580199574529,176.215895396653,434.796094971181,0.784559944591871,5
"TCGA-BH-A0H0-01",291.483989511322,182.790726082252,474.274715593575,0.780953581966116,4
"TCGA-AN-A0FW-01",440.002053658466,141.908052714716,581.910106373183,0.770988246372179,4
"TCGA-E2-A1B0-01",436.422055648873,374.755349635237,811.177405284109,0.749123342564302,1
"TCGA-E2-A156-01",145.383248000827,-63.7769274179174,81.6063205829096,0.815637532233004,5
"TCGA-D8-A1JP-01",615.642540160642,241.740793240893,857.383333401535,0.744613215085579,2
"TCGA-C8-A12K-01",359.135783513279,857.87499194101,1217.01077545429,0.708355767536409,1
"TCGA-AR-A2LE-01",407.100747378993,176.017550696385,583.118298075378,0.770875289949876,5
"TCGA-BH-A0HK-01",433.175602765372,49.2656436352155,482.441246400587,0.780204293640248,2
"TCGA-AR-A250-01",653.513091921201,383.755204691178,1037.26829661238,0.726730442470272,3
"TCGA-D8-A1JG-01",462.027231492038,615.9099618289,1077.93719332094,0.722616779365212,3
"TCGA-C8-A134-01",221.746585159619,531.711518588822,753.458103748441,0.754708846749229,1
"TCGA-AN-A0FX-01",254.342295005104,-297.195555090958,-42.8532600858539,0.826070733205177,1
"TCGA-A8-A0AB-01",307.782056010537,-304.780533888343,3.00152212219433,0.822258711405844,2
"TCGA-C8-A275-01",340.725624754937,772.169554823877,1112.89517957881,0.719060188157956,3
"TCGA-BH-A1F8-01",420.504639284643,94.4813663774619,514.986005662105,0.777207149552599,3
"TCGA-D8-A1JK-01",460.115993833811,663.948157443141,1124.06415127695,0.717919872411998,3
"TCGA-A2-A0YJ-01",96.0755510997984,-224.347672581582,-128.272121481783,0.833071890795318,1
"TCGA-A8-A08X-01",566.771429029493,456.885323986509,1023.656753016,0.728101474107468,3
"TCGA-AR-A2LN-01",651.366970351424,146.685243201523,798.052213552947,0.750398207271811,2
"TCGA-E9-A1R6-01",380.722004638797,-86.1880314764367,294.53397316236,0.79715893997433,2
"TCGA-AO-A0J4-01",251.873149759827,598.817860292016,850.691010051843,0.745268574204524,1
"TCGA-A8-A09A-01",547.46808053552,302.273191910945,849.741272446465,0.745361520894692,2
"TCGA-A8-A08O-01",463.985692816025,-312.811806315447,151.173886500578,0.809686987384221,2
"TCGA-A2-A0SY-01",607.518160284181,501.075934839764,1108.59409512394,0.719498799630725,2
"TCGA-EW-A1PA-01",311.361825985375,171.961419095898,483.323245081273,0.78012330217442,4
"TCGA-AO-A126-01",610.161374701048,131.327250169135,741.488624870183,0.755860365774419,5
"TCGA-AO-A0J6-01",-2.6720985709024,599.499151672717,596.827053101814,0.769591931722114,3
"TCGA-A7-A13G-01",370.489271955216,-259.058190087232,111.431081867983,0.813096815219744,2
"TCGA-AR-A1AS-01",358.188568727289,-82.6149765232122,275.573592204077,0.798836239972094,5
"TCGA-C8-A1HJ-01",102.347495936464,-23.1659581093659,79.1815378270984,0.815843408564678,1
"TCGA-D8-A1Y1-01",606.874195146813,163.571949045546,770.446144192359,0.753070520037191,2
"TCGA-B6-A0IE-01",285.50998847806,-195.343744038773,90.1662444392869,0.814909925292768,5
"TCGA-BH-A0DD-01",325.83107180893,212.297179013239,538.12825082217,0.775065116369952,5
"TCGA-A2-A0YT-01",301.602307778317,215.381118673507,516.983426451824,0.777022622698374,2
"TCGA-A2-A0EN-01",672.518711251364,798.949029567249,1471.46774081861,0.681503188086174,2
"TCGA-E2-A10C-01",274.238716177701,519.62226552623,793.86098170393,0.750804719845219,5
"TCGA-A2-A25F-01",725.137026323297,1009.95488280442,1735.09190912772,0.652681030068421,3
"TCGA-A8-A08L-01",278.911884645043,561.11443033498,840.026314980022,0.746311449250142,4
"TCGA-A2-A0D4-01",185.689961394547,-323.254197142581,-137.564235748035,0.833825618268072,4
"TCGA-EW-A1IW-01",420.190437123819,233.272424179999,653.462861303819,0.764256941972494,2
"TCGA-B6-A0IQ-01",35.9430078718758,216.533313693994,252.47632156587,0.800871141874866,1
"TCGA-BH-A1EW-01",407.05393689732,467.720911529147,874.774848426467,0.742906757786835,2
"TCGA-BH-A1FG-01",343.791910416747,106.100742065,449.892652481747,0.783183982266801,5
"TCGA-AR-A0TS-01",358.83930048181,761.992120341672,1120.83142082348,0.718250122263459,1
"TCGA-A8-A06X-01",450.199380260052,393.550531095122,843.749911355174,0.745947535337389,3
"TCGA-D8-A140-01",419.309538734965,436.768574710359,856.078113445325,0.744741087779946,4
"TCGA-A2-A0CZ-01",679.250727117037,410.34554607225,1089.59627318929,0.721432706164142,2
"TCGA-AN-A0XS-01",626.705233556323,559.396229711999,1186.10146326832,0.711551023097229,2
"TCGA-A2-A04Q-01",455.406874055795,989.709411609495,1445.11628566529,0.684328808004302,1
"TCGA-A8-A076-01",554.674924352109,247.8485609486,802.523485300709,0.749964220172125,3
"TCGA-BH-A0BV-01",594.913139912676,480.582400405262,1075.49554031794,0.722864480921296,2
"TCGA-E2-A109-01",342.094874419898,180.218819455549,522.313693875447,0.776529872003028,4
"TCGA-BH-A1FL-01",420.338682248415,116.997008678375,537.33569092679,0.775138623317913,2
"TCGA-E9-A1NI-01",490.426867560863,-84.9489181413136,405.47794941955,0.787221108548144,2
"TCGA-A8-A07R-01",66.6344734991313,-220.865608623516,-154.231135124384,0.835173662005606,1
"TCGA-AN-A03Y-01",354.317588291443,363.17367662828,717.491264919722,0.758161990337627,5
"TCGA-BH-A1FH-01",714.811166077603,-38.4687039510947,676.342462126508,0.762086725189894,2
"TCGA-AN-A0XN-01",740.093132544743,374.087774725119,1114.18090726986,0.718929017916324,2
"TCGA-A1-A0SK-01",-220.700663049523,-621.545920074936,-842.246583124459,0.886368317608028,4
"TCGA-BH-A0AU-01",529.149110740686,351.579525731148,880.728636471835,0.742321458461438,2
"TCGA-AR-A1AQ-01",329.632595115552,761.90825361474,1091.54084873029,0.721235013203099,1
"TCGA-GM-A2DB-01",0.380398141107207,409.275114977735,409.655513118842,0.786842806967226,3
"TCGA-E9-A244-01",281.971770247741,-58.5934113676354,223.378358880106,0.803421606122914,1
"TCGA-AN-A04A-01",517.780310847545,-141.967039230276,375.813271617269,0.789898887173577,4
"TCGA-E2-A14O-01",277.280805093375,95.4681433583501,372.748948451725,0.790174645656442,5
"TCGA-A7-A0D9-01",332.58562171865,-357.100598059191,-24.5149763405416,0.82455070732346,4
"TCGA-AO-A0JJ-01",593.001129641309,621.173555864987,1214.1746855063,0.70864955742923,2
"TCGA-E9-A1RE-01",351.675297914037,34.369938934601,386.045236848638,0.788976955051114,4
"TCGA-AN-A046-01",590.351120752024,682.330892236964,1272.68201298899,0.702564004408641,2
"TCGA-AO-A0JF-01",740.322404291904,424.201207685749,1164.52361197765,0.713772959158944,2
"TCGA-A2-A0T0-01",404.269571159212,248.208099057279,652.477670216491,0.764350197668514,3
"TCGA-A8-A07P-01",504.005315309719,273.413097572979,777.418412882698,0.752396758464213,2
"TCGA-A7-A3J0-01",-24.9992378434689,238.744293105679,213.74505526221,0.804262747188138,4
"TCGA-C8-A26Y-01",12.2162805553523,224.889183611281,237.105464166633,0.802220235688298,3
"TCGA-A7-A26F-01",460.498636937344,351.406659838319,811.905296775663,0.749052560216991,1
"TCGA-BH-A1EV-01",423.042182197616,-207.546191732325,215.495990465291,0.804109982152181,5
"TCGA-AO-A03V-01",260.321595191362,-16.4682957587171,243.853299432645,0.801628483452856,4
"TCGA-AO-A125-01",-155.071645048178,-197.652061643728,-352.723706691905,0.850841543120316,5
"TCGA-E2-A15E-01",311.809893893225,-458.925656379953,-147.115762486728,0.834598771066533,2
"TCGA-E2-A15D-01",460.681659311518,177.989616349282,638.6712756608,0.76565539349035,2
"TCGA-A7-A13F-01",264.79087061849,-81.318822452445,183.472048166045,0.806895588155188,4
"TCGA-D8-A1J9-01",490.373965974035,113.38692530453,603.760891278565,0.768941626765983,3
"TCGA-AO-A0J9-01",645.393021087123,524.100293527549,1169.49331461467,0.713261847859256,5
"TCGA-C8-A12M-01",279.312878973998,299.760718805123,579.073597779121,0.77125334231632,4
"TCGA-C8-A26V-01",342.07174478949,186.538357455087,528.610102244577,0.775947195061547,5
"TCGA-BH-A1FM-01",529.484433062544,-88.6896322135504,440.794800848994,0.784013658788392,3
"TCGA-D8-A1XK-01",162.704964740179,554.350529178286,717.055493918464,0.758203698939863,1
"TCGA-BH-A0HF-01",509.725889472314,291.108021460434,800.833910932748,0.750128250308567,2
"TCGA-E2-A15S-01",17.5314650169467,-332.405566030961,-314.874101014015,0.847909241101079,4
"TCGA-A8-A09T-01",480.336897653136,78.4707217904097,558.807619443545,0.773143478028195,2
"TCGA-D8-A1X9-01",584.385987851381,384.693625667106,969.079613518487,0.733569544932396,3
"TCGA-A8-A09C-01",391.413147457611,-207.475656604679,183.937490852932,0.806855229114045,5
"TCGA-D8-A1XG-01",277.130994746475,-191.301451087397,85.8295436590773,0.815278712519126,2
"TCGA-GM-A2DK-01",413.443717720123,213.193953819228,626.637671539351,0.766790432761697,5
"TCGA-BH-A1FC-01",277.453290810654,659.823813783037,937.27710459369,0.736734142967102,1
"TCGA-A7-A0DC-01",69.428091030605,-463.268175883451,-393.840084852846,0.853997165528224,5
"TCGA-AC-A23C-01",489.913034064538,387.518289967062,877.4313240316,0.742645677591939,2
"TCGA-D8-A1XM-01",624.694606547091,587.622702372507,1212.3173089196,0.708841896082883,2
"TCGA-BH-A1EU-01",677.612609811945,727.725957899926,1405.33856771187,0.688574695518494,2
"TCGA-A2-A0YG-01",256.601749786207,172.155960780533,428.75771056674,0.785109229451262,3
"TCGA-B6-A0IG-01",216.80454660579,31.6223374596277,248.426884065417,0.801226955174119,5
"TCGA-A8-A09G-01",315.116675223946,584.30640216377,899.423077387716,0.74047998018927,3
"TCGA-A2-A0T7-01",464.846185073042,83.089905378387,547.936090451429,0.774154608327749,2
"TCGA-E2-A10B-01",435.020288038104,161.058753970802,596.079042008906,0.769662037924666,2
"TCGA-D8-A1XA-01",432.310329232579,176.00912789374,608.319457126319,0.768513657805895,2
"TCGA-AR-A1AJ-01",525.007128863099,926.754563968064,1451.76169283116,0.683617196559134,1
"TCGA-BH-A0W4-01",446.773362262598,-322.619223560447,124.154138702151,0.812008216347658,2
"TCGA-D8-A1JD-01",633.453202913103,333.733213894704,967.186416807807,0.733758380978803,3
"TCGA-AR-A1AY-01",259.314051562585,-83.4920811726154,175.82197038997,0.807558394872318,1
"TCGA-D8-A1XV-01",202.452196453302,-164.581949752738,37.8702467005641,0.819335044281576,5
"TCGA-AR-A0TU-01",59.3316524730944,568.935466583332,628.267119056426,0.766636879215867,1
"TCGA-A8-A093-01",523.807593639262,-205.539821095529,318.267772543733,0.795050666335511,2
"TCGA-D8-A1JN-01",103.480515173616,309.406508495306,412.887023668922,0.786549972782512,5
"TCGA-AC-A2FG-01",369.328431018851,-84.7180599112577,284.610371107593,0.798037586658514,2
"TCGA-E2-A15R-01",219.175594516678,-375.759713897654,-156.584119380976,0.835363572398444,4
"TCGA-AR-A24P-01",556.049411653602,39.5809234101371,595.630335063739,0.769704087848486,2
"TCGA-AR-A1AU-01",364.612789086811,-273.786359470717,90.8264296160939,0.814853755063808,2
"TCGA-E9-A1NG-01",750.992614605167,320.460543045845,1071.45315765101,0.723274369648071,2
"TCGA-AN-A0FZ-01",394.71460009,-189.446173022553,205.268427067448,0.805001561973084,4
"TCGA-AN-A0FL-01",49.3985138376798,-160.714749424391,-111.316235586712,0.831692525032394,1
"TCGA-A2-A0YD-01",686.357554849442,423.897641114416,1110.25519596386,0.719329439616803,2
"TCGA-EW-A1J2-01",630.504599752938,403.253303358867,1033.75790311181,0.727084306994542,2
"TCGA-C8-A12N-01",597.32764746189,139.848719987022,737.176367448913,0.75627465325306,2
"TCGA-A2-A0CV-01",555.822712435392,324.554578271623,880.377290707015,0.7423560139726,2
"TCGA-A8-A0A1-01",603.128304517014,693.746075436512,1296.87437995353,0.700032502165149,2
"TCGA-A8-A08Z-01",734.092374454583,431.691169289337,1165.78354374392,0.713643416842282,2
"TCGA-AR-A2LL-01",456.78738461589,373.716325653363,830.503710269253,0.747241096448694,2
"TCGA-BH-A0BC-01",519.805598122537,542.803195401278,1062.60879352382,0.724170280442926,2
"TCGA-AR-A0TV-01",298.29609666402,671.618228252407,969.914324916427,0.733486269026727,3
"TCGA-E2-A154-01",427.62483821694,-249.492424473453,178.132413743487,0.807358324153592,5
"TCGA-AC-A3OD-01",384.205673997794,671.039733311784,1055.24540730958,0.724915241043579,2
"TCGA-AR-A1AX-01",505.034250436042,846.078863571304,1351.11311400735,0.694324897611692,2
"TCGA-AO-A124-01",-22.0472715960313,67.0939487236352,45.0466771276039,0.818730650176,1
"TCGA-A8-A09D-01",696.2160304122,343.186742144979,1039.40277255718,0.726515182702946,2
"TCGA-AN-A0XO-01",311.654936520798,-499.47876480796,-187.823828287161,0.837875489716761,2
"TCGA-A2-A0D1-01",231.743816852815,-122.802067276105,108.94174957671,0.813309473650724,3
"TCGA-AO-A0J3-01",89.4260601328402,11.6839903709789,101.110050503819,0.813977810873548,4
"TCGA-A2-A0ST-01",256.287781870497,994.646864999839,1250.93464687034,0.70483209941465,1
"TCGA-A2-A25A-01",654.224184857654,356.313232710947,1010.5374175686,0.72942017694745,2
"TCGA-C8-A1HK-01",248.947583664202,272.829249859349,521.776833523551,0.776579523000058,3
"TCGA-AR-A0TR-01",55.1946769271778,360.079463255656,415.274140182834,0.786333542542721,5
"TCGA-E9-A1R3-01",549.481741528783,342.251973837129,891.733715365911,0.741238089406163,2
"TCGA-E2-A1LG-01",-121.708779512438,76.5696661275865,-45.1391133848516,0.82625978395427,3
"TCGA-E2-A1LK-01",-39.225115448856,-11.1550806813543,-50.3801961302104,0.826692894789606,1
"TCGA-B6-A0RT-01",422.345044030718,1031.16044497363,1453.50548900435,0.683430357520817,1
"TCGA-BH-A0HB-01",344.52399350401,534.92710485055,879.45109835456,0.742447097254134,5
"TCGA-C8-A3M7-01",422.132330997234,62.7528716136909,484.885202610925,0.779979839911546,2
"TCGA-A2-A25E-01",400.312724730813,150.011511083961,550.324235814774,0.773932662532912,4
"TCGA-A8-A07C-01",369.89470591379,587.385216796483,957.279922710273,0.734745575346132,1
"TCGA-E9-A245-01",150.824476685971,-412.806261688522,-261.981785002551,0.843767720358953,4
"TCGA-B6-A0X0-01",74.0133814156673,-121.856665797219,-47.8432843815514,0.826483311412319,5
"TCGA-AR-A2LM-01",654.294841869293,256.186531313969,910.481373183262,0.739388067588292,2
"TCGA-A8-A06Q-01",103.938453192605,-2.36420363981424,101.57424955279,0.813938227292999,5
"TCGA-E9-A1R0-01",476.808107661833,302.17514733443,778.983254996263,0.752245432443768,2
"TCGA-BH-A0DZ-01",587.649536093323,405.561989139066,993.211525232389,0.731157559965261,3
"TCGA-AN-A0XP-01",500.465510934479,-60.7065179051627,439.758993029317,0.784108030416943,5
"TCGA-E2-A1IN-01",605.067430032453,-110.316855618014,494.750574414439,0.77907278083884,2
"TCGA-E2-A1L7-01",291.484113031225,618.638696394651,910.122809425876,0.739423503284241,4
"TCGA-A8-A095-01",344.029077481936,113.467188564934,457.49626604687,0.78248950088643,2
"TCGA-BH-A0EA-01",493.621879119315,-46.6574560752018,446.964423044114,0.783451173992825,2
"TCGA-E2-A15A-01",482.840474389156,492.999212657706,975.839687046863,0.732894802266636,2
"TCGA-E9-A2JT-01",495.391097490339,987.944984828726,1483.33608231906,0.680227233866063,2
"TCGA-BH-A0HQ-01",459.929774589367,-122.537293759299,337.392480830068,0.793344796407643,2
"TCGA-E2-A3DX-01",692.531215668805,736.250628866998,1428.7818445358,0.686075183399917,2
"TCGA-B6-A0I2-01",135.386480737546,788.942988356642,924.329469094187,0.73801793887912,1
"TCGA-EW-A1PF-01",591.15102875579,281.743081930418,872.894110686209,0.743091529651562,2
"TCGA-A8-A084-01",338.414836318079,-114.751576861263,223.663259456815,0.803396705291738,5
"TCGA-AR-A252-01",537.868885145242,900.103287894706,1437.97217303995,0.685093096106161,2
"TCGA-AR-A24L-01",529.308238863745,-95.9014736853692,433.406765178376,0.784686380328077,4
"TCGA-AN-A0XR-01",269.149643834317,-169.837329285435,99.3123145488818,0.81413107329918,5
"TCGA-BH-A18V-01",388.463100921881,499.456501845226,887.919602767107,0.741613779899841,1
"TCGA-BH-A0BQ-01",545.471253880099,399.151319197448,944.622573077547,0.736004634865738,2
"TCGA-B6-A0WY-01",383.810765343833,55.3348024853619,439.145567829195,0.784163910554122,2
"TCGA-BH-A0C0-01",309.010116944866,907.29000294951,1216.30011989438,0.708429395708128,3
"TCGA-A8-A09I-01",457.630411946858,518.911440555653,976.541852502511,0.73282467570037,3
"TCGA-D8-A27L-01",598.832720145912,364.653382350806,963.486102496718,0.734127303518982,2
"TCGA-D8-A1X5-01",540.147908641405,344.67663954736,884.824548188765,0.741918472253975,2
"TCGA-C8-A12O-01",602.265654655372,303.18541823012,905.451072885492,0.739885008648701,2
"TCGA-AO-A0JD-01",40.553981071387,364.211678835001,404.765659906388,0.787285580781651,5
"TCGA-A8-A083-01",165.832608707022,95.2990583255806,261.131667032602,0.800109671072112,5
"TCGA-A2-A0YI-01",579.942150181377,679.377141500963,1259.31929168234,0.703958490347978,2
"TCGA-A2-A0CW-01",167.949619555236,352.237129743549,520.186749298786,0.776726552065498,4
"TCGA-A8-A092-01",387.359281128645,124.001392133201,511.360673261846,0.777541896362836,5
"TCGA-BH-A18Q-01",155.519686783973,317.858813452285,473.378500236258,0.781035742409714,1
"TCGA-AO-A12B-01",184.006646796644,80.930632829782,264.937279626426,0.799774456081271,5
"TCGA-AN-A0FJ-01",198.514216517616,-82.0856248717995,116.428591645816,0.812669560727081,1
"TCGA-GI-A2C8-01",707.652192506036,422.214367829136,1129.86656033517,0.717326703443972,2
"TCGA-AO-A12F-01",414.144139816427,-330.770701827195,83.3734379892319,0.815487429925602,1
"TCGA-BH-A1FD-01",498.951742280004,55.4771054843782,554.428847764383,0.773550972204502,3
