sampleID,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Final_Label
TCGA-AN-A0FN-01,0.5945767,0.55758905,-0.82988185,-0.6658657,-3.5109255,0.50647795,-1.6016598,-0.4221363,0.29418898,-1.0375471,LumA
TCGA-E2-A1L6-01,-0.114710756,-0.50184125,0.32881758,-1.0689789,-1.5420074,-0.20806307,1.6083311,0.33630368,-1.3663536,-1.1919515,LumA
TCGA-GM-A2DA-01,1.262119,1.5706589,0.8853807,0.31193048,-2.3718333,2.02718,0.25334993,-1.1102971,0.579335,-1.4538541,LumA
TCGA-A7-A0CH-01,-0.20443082,-0.92099565,-0.098857515,-3.323615,-0.23963591,-0.65444875,-0.6745359,-1.1503161,-1.7341361,-1.0921382,LumA
TCGA-E9-A2JS-01,-1.3052846,-1.5316658,0.25964537,2.1322324,1.7205329,-0.47040078,0.015868364,-0.59284383,-0.84753394,-0.97655576,LumB
TCGA-E2-A15P-01,-0.21449059,-0.797093,-0.12647599,-1.375103,-1.5665481,-0.643196,0.83955145,0.024507787,-0.61847484,-1.6105274,LumA
TCGA-B6-A0WV-01,-0.8004316,-1.0559872,1.108231,-0.112962864,1.9434114,0.5945749,0.20147115,-1.3905442,-1.5049261,-0.7732653,LumB
TCGA-A8-A07S-01,-0.05338847,-1.0194789,-0.22769746,-2.5416443,-0.28792617,-0.5081556,-0.78042763,-1.8267901,-0.45813766,-1.0825678,LumB
TCGA-GM-A2DD-01,0.6065913,2.5162015,0.0245931,0.06855147,-1.8970733,3.171696,-1.2217042,0.8637925,-0.24612522,-0.89489836,Normal
TCGA-D8-A141-01,-0.5416014,-0.63598174,-1.0600766,-0.67689824,-2.145978,-0.80878663,-1.4610876,0.58480144,0.34874195,-1.5765775,LumA
TCGA-AO-A128-01,2.4989548,0.25557184,-0.53074455,1.918536,-0.02438178,-0.20598364,-1.6481417,3.731472,2.3553402,0.14992046,Basal
TCGA-EW-A2FV-01,0.12688081,-0.45377952,0.5876115,1.0392534,-0.8405818,0.23998255,0.7291626,0.76527864,0.13154899,-1.2553996,LumA
TCGA-B6-A0I9-01,-0.3295142,0.09314896,0.40122506,0.25482696,0.5415491,0.34359843,-0.8387272,0.39076087,0.8298613,-1.3472835,Her2
TCGA-E2-A1L9-01,-0.6109939,-0.014854379,-0.11027952,-0.83657336,-0.64986116,0.18826894,-0.8319349,-0.005355172,-0.99109006,-0.4323732,LumA
TCGA-AR-A1AP-01,-0.5769794,-0.33367217,0.14038181,0.077358946,-0.28008816,0.031962354,-0.15696633,0.36752686,-0.4145228,-1.0220227,LumA
TCGA-BH-A0H5-01,1.1511106,-0.63220704,0.24697497,0.7411965,-2.5542786,-0.33407757,0.74727523,1.3335816,1.9187721,-2.4407845,LumA
TCGA-BH-A0E6-01,2.4481704,1.1590741,1.1442116,0.0044780485,-0.017488442,2.8991196,1.7089123,0.4186799,0.5158545,-0.060710784,Basal
TCGA-D8-A1JA-01,-2.3589907,1.7305685,-0.6812851,0.46727553,1.4644402,1.0658755,-3.4407508,0.75298786,-1.3682746,-0.29024825,Her2
TCGA-BH-A0BW-01,1.2582183,0.14859639,-0.58078253,1.3395202,-0.3115753,-0.009645052,-1.6038392,4.4001412,0.70722413,1.2382154,Basal
TCGA-AO-A0JG-01,0.60017073,-1.265759,-0.17166796,0.811209,-1.8009036,-1.1666968,0.7112417,0.20600104,1.090341,-1.4309258,LumA
TCGA-B6-A0WZ-01,-0.62620974,0.96450454,0.6976929,-2.6420105,1.5774324,1.3856053,-1.6346648,-2.3931584,-1.9613174,0.058913313,LumA
TCGA-C8-A135-01,-0.04628981,2.077188,-0.31667656,0.2801444,-1.3970793,2.3324893,-1.7594377,0.74039054,-0.49493334,-0.34070092,Her2
TCGA-BH-A0E2-01,-1.1524161,-0.8397525,0.9440901,0.8355988,1.2322955,0.62215567,0.814632,1.0134662,-1.3282211,-1.6316295,LumA
TCGA-BH-A0BJ-01,0.026517548,-0.45745426,-0.037507087,-1.0699044,-1.5374151,-0.23953936,0.53008944,0.07180495,-0.09081781,-1.4939439,LumA
TCGA-BH-A203-01,-0.53222626,0.73403674,0.31818485,1.1246251,-0.40714175,1.0658073,-0.7937833,0.7894032,0.09767361,-0.89951164,Her2
TCGA-BH-A0C7-01,-0.9220941,-1.2995635,0.22553658,1.3787799,-0.48253536,-0.86840844,0.735095,0.1475389,-0.77226853,-1.8443246,LumB
TCGA-AR-A1AR-01,1.8956846,0.3372485,-0.9881208,0.2159693,-1.6465111,0.47373906,-1.5998873,1.8738927,1.043082,1.4656675,Basal
TCGA-D8-A13Z-01,-1.8664341,0.80914366,-0.11865052,1.0803438,-0.14604314,1.5243939,-1.4704223,2.962621,-1.329626,-0.96457464,Her2
TCGA-A2-A0CU-01,-0.07585516,-1.4141737,0.37631276,1.5158895,-0.6407772,-1.2976599,1.3113885,-1.6384373,-0.8427545,-1.1014582,LumA
TCGA-BH-A0AZ-01,-0.29541045,-0.09462462,0.051059082,-1.0630486,-1.2147281,0.28282547,0.016773159,0.3814387,-1.1314255,-0.9259801,LumA
TCGA-B6-A0IB-01,0.08026833,0.29074913,0.713533,-0.35331237,0.055257432,0.9963523,-0.6981967,-2.3220477,-0.16394539,-0.07778055,LumB
TCGA-A2-A1G1-01,0.8085873,0.92790633,-0.64903516,0.5068633,0.086498335,0.1866185,-1.7800295,2.5257657,0.40760198,1.2560153,Basal
TCGA-B6-A0RS-01,0.099132456,2.407059,-0.091319256,0.010053894,-0.21123338,2.3400137,-2.0022435,0.6825674,0.44362652,-0.44367877,Her2
TCGA-AR-A24H-01,-0.3814502,-0.7641255,-0.03960184,1.3859612,0.5197467,-0.38072577,-0.68430454,-0.54790044,0.6582022,-0.9620737,LumB
TCGA-A8-A099-01,-0.4982443,0.14354645,-1.3988935,-1.924737,-0.72159183,-0.659096,-3.2649171,-2.8967135,1.4068291,-1.3979907,LumA
TCGA-AC-A23H-01,-2.7344835,0.950056,-0.5681844,1.4976568,1.0506531,0.35265368,-3.5943096,-0.15029225,-0.89131737,-0.6118067,Her2
TCGA-A8-A09R-01,-2.099962,-1.7798591,-0.026551925,1.7440602,0.7921365,-1.4039196,-0.04186856,0.16464742,-1.3269187,-1.5282311,LumB
TCGA-BH-A0HU-01,-0.3388746,0.4876392,1.0253079,-0.76942956,0.7691906,1.2412821,-0.5024836,-0.7657243,0.29986718,-1.3552568,LumB
TCGA-D8-A1XC-01,1.0690107,-1.9075286,-0.021882921,-3.08132,2.587054,-1.8662943,0.32691938,-5.6940336,-0.99888015,1.5674376,LumA
TCGA-EW-A1P0-01,0.2438271,-0.84520763,-0.95351803,-0.1956119,0.0010683015,-1.0548555,-1.0513124,-2.0951471,1.2309036,-0.7309324,LumB
TCGA-E2-A15M-01,0.39637494,-0.7561775,-0.8845176,0.8899284,-2.5220425,-0.27820268,-1.3609995,0.726782,0.71586394,-0.79993415,LumA
TCGA-E2-A1II-01,3.6489062,0.42927504,-0.7621271,1.7359556,0.32784027,-0.8121313,-1.0396396,2.8354845,3.3349257,0.51383734,Basal
TCGA-A8-A09B-01,-0.402262,-1.1004972,-0.13811344,-0.3108306,-0.574859,-0.84228647,-0.15544158,-0.82853305,-0.89789414,-1.2237511,LumA
TCGA-A2-A0EV-01,-0.51159585,-0.37992638,-0.26452667,-0.65074724,-0.6235743,-0.37354854,-0.75048304,0.036618654,0.05023977,-1.6586541,LumA
TCGA-A2-A25B-01,-1.4817448,-0.51846385,-0.6099212,0.23279652,0.8552621,-1.0678251,-2.3915672,-0.8836653,0.54416114,-2.3965788,LumB
TCGA-AO-A03R-01,2.670066,1.1168425,1.5629659,0.17859054,-0.56024826,2.1046436,1.8894055,-1.8056525,1.7821618,-1.6233882,Normal
TCGA-A2-A0ER-01,0.50032514,-1.3733648,0.30112702,-0.2730516,-0.14656952,-1.0262933,0.96193194,-2.0066218,0.42214537,-2.046742,LumA
TCGA-BH-A0B8-01,-0.91889155,-1.0721812,0.5366074,1.3299962,0.9038649,-0.16929892,0.3923197,-0.08672973,-0.89446867,-1.473531,LumA
TCGA-BH-A0BA-01,0.30030465,-0.42389023,-0.09574448,0.60972285,-2.7021005,0.13964911,1.1675462,0.50712115,-0.5908896,-1.5044513,LumA
TCGA-A8-A08J-01,-1.7208852,-0.80963725,0.27209657,1.5436612,1.3696401,0.08175806,-0.8950674,0.3094381,-0.48840216,-1.3265456,Her2
TCGA-A8-A0A9-01,-1.0146834,-1.1384846,-0.8204312,-0.16437367,-0.032865208,-1.3597751,-1.4293354,-1.8670368,-0.7556616,-0.82575494,LumA
TCGA-BH-A0BM-01,2.2143178,1.9767318,0.95552486,-0.8889581,-3.173077,2.6159072,1.7812734,-0.9411832,-1.3783023,-0.7923197,LumA
TCGA-A2-A04T-01,2.296336,0.13433857,-0.25069556,0.49445972,0.3031565,-0.3121281,0.6315219,2.7804697,0.98697793,2.6467118,Basal
TCGA-E2-A14R-01,2.628201,2.004604,-0.45361453,-0.09866034,2.075424,2.9041681,-0.62899387,0.36930868,1.98688,1.4871689,Basal
TCGA-AN-A0XW-01,-1.2802435,-0.31441092,0.28629747,-1.0883005,0.39621,-0.31533438,-0.52065325,1.2559912,-0.6310036,-2.1063082,LumA
TCGA-A8-A07J-01,0.32901093,0.28922838,-1.6739429,-0.7622156,-3.9340985,-0.3674162,-1.864675,-1.6642894,-0.36099178,-1.0171188,LumA
TCGA-A2-A0SX-01,0.6973248,-0.6877865,-0.46905088,1.0969987,-1.6813458,0.22130932,-0.65163326,3.5542846,-0.19810344,0.7408843,Basal
TCGA-A7-A26G-01,0.9168194,0.121332526,-1.1658162,-0.10616324,-2.461422,0.47567323,-1.6609826,2.4336941,-0.21757117,0.7415421,Basal
TCGA-BH-A2L8-01,-0.21050683,-0.19170646,0.3277549,-0.22200769,-0.9681303,0.10262608,0.4670262,0.9481809,-0.0009858459,-1.4349722,LumA
TCGA-BH-A0BS-01,0.7440846,-0.23774543,0.5804294,-2.7323072,-0.33709496,0.19657506,-0.084987886,-2.7471385,-0.7177646,-1.0331267,LumA
TCGA-EW-A1P7-01,1.2462941,-0.82414937,-0.4572209,0.6667081,-2.8291683,0.2842273,0.3694263,3.1487958,0.089437515,0.0015750006,Normal
TCGA-AN-A0AJ-01,-0.500742,0.58671826,0.17464125,0.5559347,0.88210076,0.29987502,-1.7725263,-0.039046682,1.3685408,-1.5316696,LumB
TCGA-B6-A0IC-01,1.0754725,-1.7650205,0.01889554,-3.2318811,2.3987613,-1.3571995,-0.13286465,-5.07737,-0.6864344,-0.33043334,LumA
TCGA-BH-A0DO-01,0.950416,-0.04271122,0.44528162,-0.9930483,-2.677595,0.05200623,2.56053,-0.018731698,-1.5604447,-0.977075,LumA
TCGA-E2-A14N-01,3.0186162,1.6912256,-0.5674999,-0.36710554,0.2448198,2.1344354,-0.5061667,0.9878178,1.7291905,1.2756561,Basal
TCGA-GM-A2DF-01,2.4248316,1.0388021,-0.054735444,0.06757208,-0.8303361,2.7356825,-0.1445799,1.0892147,1.4039297,0.44247967,Basal
TCGA-BH-A0BG-01,2.7627847,0.30974734,-0.43655288,0.06976421,-1.0331186,0.57059014,-0.04927991,2.4539614,1.4768025,1.470527,Basal
TCGA-A8-A06Z-01,-0.13568255,-1.3190835,-0.18665361,-0.63745314,2.7922394,-0.525422,-1.0414494,-4.0067773,0.3452224,-0.6436998,LumB
TCGA-AR-A24W-01,0.38660508,-0.70711184,-0.089398526,-0.48631793,-3.1322827,-0.6359587,2.4504108,0.70200074,-2.2061853,-0.42194846,LumA
TCGA-AN-A0AT-01,2.1727023,0.27793443,-0.8183702,0.40441245,1.0517322,0.18100649,-0.070243955,2.4930048,1.2579496,1.9142687,Basal
TCGA-BH-A201-01,-0.65748805,-0.69158083,0.14554709,-0.95341384,-1.5016332,-0.39158705,1.1298894,0.8800932,-2.1277196,-0.38092715,LumA
TCGA-GM-A2DL-01,-0.29508832,0.6707349,-0.92125213,-0.108702235,-1.7804799,0.48424357,-2.0358605,-1.8723093,-0.36444765,0.20087582,LumA
TCGA-D8-A1XS-01,-1.0190536,-1.1219157,-0.509492,-1.069123,-0.1304059,-1.28704,-0.9268499,-0.4914416,-0.35800478,-2.1183646,LumB
TCGA-A1-A0SB-01,3.5485659,2.3521676,-0.01959791,-0.87954736,-1.4660689,1.060699,3.8644137,-0.22143239,-3.2779224,4.5015135,Normal
TCGA-EW-A1P5-01,-0.7720385,-1.1864595,0.19029787,-1.9033414,0.39947444,-0.9238708,-0.3366863,-0.61603135,-0.30993557,-2.482159,LumA
TCGA-BH-A1FN-01,-1.9693891,-0.27771014,0.16270304,-0.3061682,2.2927024,0.37224743,-1.0807456,1.0613927,-2.132257,0.16452503,LumB
TCGA-A1-A0SJ-01,-0.35807586,-0.72231054,0.7978608,1.1818987,-0.43113065,0.0037443712,1.2174609,0.059453502,-0.57781017,-1.9434545,LumA
TCGA-BH-A18I-01,-0.66053694,-0.9337349,-0.6438341,-0.9543922,-1.5213403,-0.9361727,-0.5582105,0.44745493,-0.42630392,-1.3168192,LumA
TCGA-AN-A0FY-01,-1.0407523,-1.0058578,0.23560354,0.6485551,0.3967271,-0.87147486,-0.1950768,-0.7476158,-1.1640425,0.35186926,LumB
TCGA-D8-A27V-01,-0.050172023,-0.5471797,-0.30587158,-0.80961007,-1.5906073,-0.39068973,0.4365867,0.37978193,-1.0172552,-0.36308005,LumA
TCGA-AO-A03U-01,0.80657893,1.114188,-0.7772428,-0.9069467,-1.430745,1.3494507,-1.3564817,1.2596871,-0.5573913,0.86415213,Normal
TCGA-E2-A14Y-01,-0.22071204,2.4697118,-0.8695835,0.30720052,3.4637256,2.479599,-1.8305222,2.0233605,-0.32331592,1.4861221,Basal
TCGA-A8-A06Y-01,-0.18303624,-0.026747905,1.0085155,-1.0553654,2.6940837,1.2400601,-0.51438856,-1.6979231,-0.3904717,-0.7543728,LumA
TCGA-AN-A041-01,-1.2215072,-1.1129868,-0.09264379,0.87148154,0.45872903,-0.7265439,-0.56654286,-0.6015156,-0.6395713,-1.7013701,LumA
TCGA-E9-A1R2-01,-0.7519926,-1.0494888,0.47628823,1.0934285,-0.087301314,-0.54793847,0.8696989,0.08436198,-0.9028648,-1.5752908,LumA
TCGA-BH-A0B2-01,-0.14474511,-0.18388292,-0.15323043,-0.1837525,-1.7546021,0.25338173,-0.03473322,0.90838486,-0.20827806,-1.2089982,LumA
TCGA-A7-A0CJ-01,-0.36457217,0.030160889,0.5218131,-1.1008002,1.7045445,0.3237739,-0.8125188,-0.5910939,0.2620026,-1.7200627,LumB
TCGA-BH-A0H0-01,1.4630945,-1.2472869,-0.13279319,0.67234707,-0.47105467,-1.1936643,0.87786037,-3.0037882,1.5015309,-1.9368612,LumB
TCGA-AN-A0FW-01,0.37317133,-0.47788286,1.0543963,1.6663247,-0.44935167,0.6231699,0.68002486,-1.1687753,0.33920336,-1.2235644,LumA
TCGA-E2-A1B0-01,-0.54255676,1.2772411,-0.74715126,0.43794084,-1.093868,1.285728,-2.4167237,1.9963607,-0.5908154,0.17961451,Her2
TCGA-E2-A156-01,-0.03899964,-2.155757,-0.3617169,-3.4241912,2.3496392,-1.81326,-1.0441056,-5.1657863,-1.8541316,0.094813205,LumA
TCGA-D8-A1JP-01,-1.1420867,-0.5312777,-0.07853957,-0.516186,-0.3631541,-0.15807225,-0.5993637,0.6816297,-1.303064,-0.6573854,LumA
TCGA-C8-A12K-01,2.6239836,0.26853377,-0.58619255,0.587336,0.1710561,0.0361663,-0.41589358,2.9520288,2.0756705,0.64512455,Basal
TCGA-AR-A2LE-01,0.24915704,-0.7689042,-0.6381715,-1.5346675,-1.0524427,-0.86390615,-0.75211924,-1.9564487,0.62291443,-1.5181127,LumA
TCGA-BH-A0HK-01,0.05235781,0.8240471,0.42416966,0.5323946,-0.95490044,1.332355,-0.2885085,0.10667946,0.29411703,-1.2990936,LumA
TCGA-AR-A250-01,-1.7614218,-0.62307,-0.46408838,0.7245375,-0.00034099817,-0.8290814,-1.460327,0.2526176,-0.4117987,-1.942488,LumB
TCGA-D8-A1JG-01,-1.9937564,1.9263244,-0.74124545,1.9852557,0.009623103,0.7054434,-4.279821,2.2840662,0.32769272,-1.3426787,Her2
TCGA-C8-A134-01,1.573797,-0.05514431,-0.12661046,0.4891148,-0.2523017,0.81392,0.43032104,2.4302428,0.26522338,0.8073068,Basal
TCGA-AN-A0FX-01,0.2713171,-0.18110159,0.24302986,0.13612622,-1.4386579,0.08249329,1.664432,2.9455857,-1.648187,2.0298603,Basal
TCGA-A8-A0AB-01,-0.57289463,-1.25475,-0.042089917,-1.0609226,-0.05266165,-0.8614509,-0.051321823,-0.8808983,-1.3589312,-1.3992865,LumA
TCGA-C8-A275-01,-1.4537092,1.3044118,-0.1536819,1.8119047,-0.039947793,0.6602198,-2.8767202,1.9458233,0.8889804,-1.6974105,Her2
TCGA-BH-A1F8-01,-1.3482472,-0.50619215,0.12659462,0.31137133,1.412198,-0.07605499,-1.2073647,-0.18654037,-0.20093034,-1.5422997,LumB
TCGA-D8-A1JK-01,-0.9967536,2.6733449,-0.6072948,0.15540922,0.5540319,1.7301614,-3.3586793,1.9488614,-0.18114962,-0.35977465,Basal
TCGA-A2-A0YJ-01,0.7759853,2.4982395,-2.147767,-0.19430429,4.236742,3.1263628,-1.6202223,2.133651,-0.72919416,5.6556063,Basal
TCGA-A8-A08X-01,-0.58137697,3.13115,-0.7665149,0.486305,0.98664474,1.3083767,-4.1734424,1.2869353,0.62961364,-0.05862064,Her2
TCGA-AR-A2LN-01,0.2803574,-0.58229506,-0.8493288,-0.62855804,-4.4535203,-0.42382756,1.0817665,1.1501971,-1.871085,-1.0206729,LumA
TCGA-E9-A1R6-01,-1.4566414,-1.8577136,-0.35812724,0.1970554,2.1301844,-1.5097055,-0.8457573,-2.2423575,-0.8993387,-1.981326,LumA
TCGA-AO-A0J4-01,1.9130313,-0.34527755,-0.5459071,0.6370909,-0.83289665,-0.2660246,-0.11592134,4.0227475,0.4588038,2.1481278,Basal
TCGA-A8-A09A-01,-0.75218636,-0.92294514,0.09464662,1.1452788,-0.53297234,-0.66165304,0.30945408,0.43220928,-0.8493277,-1.2721485,LumA
TCGA-A8-A08O-01,-1.0105075,-1.288241,0.25682518,-0.15500021,-0.27828893,-1.0290028,1.0324137,-0.06426074,-1.3663688,-1.9739065,LumA
TCGA-A2-A0SY-01,0.4330343,-0.2444295,-0.56281257,-0.047275305,-2.2840936,-0.27217475,-0.52953804,-0.0020974874,0.38159877,-1.1409168,LumA
TCGA-EW-A1PA-01,-0.054195397,-1.1376566,0.5086772,1.7887148,-0.50886214,-0.5945275,1.1308848,0.36159405,0.28982544,-1.9887875,LumA
TCGA-AO-A126-01,0.110007085,0.6706076,0.14454603,-0.43208423,-0.580479,0.77047324,-1.1753677,-1.9393581,0.4457835,-0.1959157,LumA
TCGA-AO-A0J6-01,0.686859,1.507357,-0.9086962,0.6557753,3.2111864,1.470825,-1.1714109,2.7403584,0.38063177,1.6659293,Basal
TCGA-A7-A13G-01,0.4558284,-0.70943695,-0.82919025,-1.3231579,-1.7448736,-1.7076141,0.14104019,-2.5093594,-1.2266598,0.53492475,LumA
TCGA-AR-A1AS-01,-1.7376258,0.65755856,0.31477252,-2.2972636,2.9519103,1.1416957,-2.1443868,-1.6554103,-2.293432,-0.3215163,LumA
TCGA-C8-A1HJ-01,2.1528678,0.6984792,-0.10935918,-0.11740979,0.22828655,1.4763464,1.000916,0.9872329,0.29394838,1.4914286,Basal
TCGA-D8-A1Y1-01,-1.7776988,-1.3737392,-0.6846662,-0.34713808,1.276564,-1.0249351,-2.0254908,-2.260801,-1.8287638,-0.13480033,LumB
TCGA-B6-A0IE-01,1.5015439,1.5001073,1.8665957,0.13141721,-0.37921894,2.510603,1.253197,-1.0033978,0.8224318,-1.5405325,LumA
TCGA-BH-A0DD-01,-1.1869723,-1.0396314,-0.47944987,-0.85241306,0.9135626,-1.535909,-1.4326661,-0.9903537,0.32029155,-3.0394406,LumB
TCGA-A2-A0YT-01,-0.8555786,-0.6188326,0.6107457,1.5545759,0.6728073,0.27758145,-0.29480693,-0.07502652,0.23673809,-1.7366676,LumB
TCGA-A2-A0EN-01,0.6714743,0.4863574,-0.59710264,-0.46514624,-3.2224796,0.52398676,-0.9745035,-0.18161553,0.37682995,-1.2928759,LumA
TCGA-E2-A10C-01,-0.27745485,1.1960338,1.2214125,0.624001,0.08305107,2.0350752,-0.9824759,-0.77787995,1.5556364,-1.5008122,LumB
TCGA-A2-A25F-01,1.788985,-0.77782375,-0.98575854,1.5940224,-3.2779493,-0.12043911,-1.7786642,2.3214054,1.7595508,-0.31146744,Basal
TCGA-A8-A08L-01,-1.7699206,-1.0401601,0.45920345,2.3960626,0.790874,0.1323559,-0.52431786,1.4021878,-0.6061069,-0.5675395,Her2
TCGA-A2-A0D4-01,0.115428135,-0.59047085,1.6391549,1.3023702,0.75795335,0.84779465,1.2152258,-1.6095546,-0.16323471,-1.7808561,LumB
TCGA-EW-A1IW-01,-1.1307352,-0.78999704,0.30308756,0.8332967,-1.106559,-0.08060883,1.0894603,1.503647,-1.4257505,-1.1698884,LumA
TCGA-B6-A0IQ-01,2.0897872,0.535447,-0.0038665384,0.11523017,0.7803694,1.1511757,0.8425071,1.006923,0.8669696,0.6993787,Basal
TCGA-BH-A1EW-01,-0.6875048,-0.9600041,-0.18564996,0.9207343,-1.0042505,-0.74698544,0.00196385,0.570619,-0.21006739,-1.5628947,LumA
TCGA-BH-A1FG-01,0.36741874,0.387223,0.9824113,-1.2500788,0.7812656,0.8638252,-0.03659442,-1.8162922,0.70105445,-1.5360755,LumA
TCGA-AR-A0TS-01,1.4961154,-1.3603818,-0.5389026,1.5028446,-2.3137834,-0.8990123,0.11735738,4.546436,0.5261544,1.5364509,Basal
TCGA-A8-A06X-01,-0.400187,-0.039811663,0.0066927224,0.96063423,1.2192981,-0.0639379,-1.9641573,-1.412976,1.9044465,-1.9151258,LumB
TCGA-D8-A140-01,0.51074326,-1.4948323,-0.4218682,1.0463337,-1.0719163,-1.6765913,-0.15559205,-1.0405859,2.109183,-2.7514484,LumA
TCGA-A2-A0CZ-01,0.87573034,0.41013408,0.08739325,-0.050814085,-2.2284904,0.7766824,0.5985703,0.6080736,-0.58864033,-0.75481886,Normal
TCGA-AN-A0XS-01,0.5609807,0.63596565,-0.07870693,-0.059519447,-2.4109092,0.61696506,-0.68097186,-0.59504676,0.7936481,-1.5709821,LumA
TCGA-A2-A04Q-01,2.4328334,1.1348907,0.19881624,0.29966187,-1.0828036,1.5951375,-0.3194377,1.9135721,1.9043264,-0.43807808,Basal
TCGA-A8-A076-01,-1.5995331,-0.34013307,-0.45732647,1.1505347,-0.10741842,-0.41544688,-1.8881841,-0.1587846,-0.12733416,-1.567066,LumB
TCGA-BH-A0BV-01,-0.6115761,-0.7844562,-0.25203794,-1.5059855,-0.43646276,-0.69789696,-0.7186666,-0.57771367,0.7740568,-2.6934395,LumA
TCGA-E2-A109-01,-1.1037264,-1.4008572,0.31163496,3.2723684,1.3184472,-0.7908462,0.11087034,-0.44164145,0.3989154,-2.742509,LumB
TCGA-BH-A1FL-01,0.14403963,-0.4442891,-0.35791045,-0.36941424,-1.4377139,-0.47305182,-0.19995648,-0.8987302,0.03350298,-1.0056386,LumA
TCGA-E9-A1NI-01,-1.2893944,-0.76303166,0.11917366,-0.76546484,1.3603067,-0.028277338,-1.285367,-1.321743,-1.6402487,-0.14413497,LumB
TCGA-A8-A07R-01,0.029554494,0.5043207,-0.23507479,0.33861718,2.4484248,0.99650276,-0.33021516,3.0869625,-0.66764355,2.763086,Basal
TCGA-AN-A03Y-01,0.14664489,0.5730564,-0.01962617,-0.032743976,0.13970774,0.46952677,-1.4692209,-1.1454102,1.8687743,-1.1379696,LumB
TCGA-BH-A1FH-01,-0.30368456,-1.2913475,-0.22373265,0.3930172,-3.138236,-1.1156018,2.1349716,1.4613744,-1.9175273,-0.7123206,LumA
TCGA-AN-A0XN-01,-1.7574733,0.09686747,-0.8301223,-0.4740346,0.27690864,-0.26861337,-2.312942,-0.50785303,-1.9273362,-0.17069899,LumA
TCGA-A1-A0SK-01,-0.8382228,-1.7737268,2.3596559,0.52855784,2.296844,-2.7814217,3.612594,2.6346664,-1.26442,6.4095426,Basal
TCGA-BH-A0AU-01,-1.0424294,-1.1190983,0.03256885,0.6126549,-0.2885873,-0.9263334,0.25759074,0.28578892,-0.503798,-1.9909214,LumB
TCGA-AR-A1AQ-01,1.9835382,1.6865165,-0.5292202,0.44110593,0.80640787,1.1257584,-1.4519722,2.4359756,1.6553813,0.4306895,Basal
TCGA-GM-A2DB-01,-0.16884637,2.5906107,0.83665305,-0.16131502,0.80899525,2.9994032,-0.79180604,0.87413514,-0.07229331,-1.0844991,Her2
TCGA-E9-A244-01,2.1391146,0.7917095,-0.56280977,-0.59373343,-0.7552556,1.6673112,0.10449266,1.0832431,0.04484409,1.6566558,Basal
